region,region_datetime,carbon_intensity
AU-NSW,2026-01-17 22:00:00,744.5
AU-NSW,2026-01-17 23:00:00,682.4
AU-NSW,2026-01-18 00:00:00,743.1
AU-NSW,2026-01-18 01:00:00,822.4
AU-NSW,2026-01-18 02:00:00,762.1
AU-NSW,2026-01-18 03:00:00,713.0
AU-NSW,2026-01-18 04:00:00,794.4
AU-NSW,2026-01-18 05:00:00,730.6
AU-NSW,2026-01-18 06:00:00,769.6
AU-NSW,2026-01-18 07:00:00,754.6
AU-NSW,2026-01-18 08:00:00,752.2
AU-NSW,2026-01-18 09:00:00,739.4
AU-NSW,2026-01-18 10:00:00,711.9
AU-NSW,2026-01-18 11:00:00,734.2
AU-NSW,2026-01-18 12:00:00,661.3
AU-NSW,2026-01-18 13:00:00,681.1
AU-NSW,2026-01-18 14:00:00,633.8
AU-NSW,2026-01-18 15:00:00,662.7
AU-NSW,2026-01-18 16:00:00,727.5
AU-NSW,2026-01-18 17:00:00,782.1
AU-NSW,2026-01-18 18:00:00,729.7
AU-NSW,2026-01-18 19:00:00,788.7
AU-NSW,2026-01-18 20:00:00,719.0
AU-NSW,2026-01-18 21:00:00,708.8
AU-NSW,2026-01-18 22:00:00,756.9
AU-NSW,2026-01-18 23:00:00,740.1
AU-NSW,2026-01-19 00:00:00,758.4
AU-NSW,2026-01-19 01:00:00,773.0
AU-NSW,2026-01-19 02:00:00,783.3
AU-NSW,2026-01-19 03:00:00,733.1
AU-NSW,2026-01-19 04:00:00,785.3
AU-NSW,2026-01-19 05:00:00,791.4
AU-NSW,2026-01-19 06:00:00,712.1
AU-NSW,2026-01-19 07:00:00,799.8
AU-NSW,2026-01-19 08:00:00,784.0
AU-NSW,2026-01-19 09:00:00,742.9
AU-NSW,2026-01-19 10:00:00,760.9
AU-NSW,2026-01-19 11:00:00,723.0
AU-NSW,2026-01-19 12:00:00,703.7
AU-NSW,2026-01-19 13:00:00,622.2
AU-NSW,2026-01-19 14:00:00,644.0
AU-NSW,2026-01-19 15:00:00,744.3
AU-NSW,2026-01-19 16:00:00,739.4
AU-NSW,2026-01-19 17:00:00,780.3
AU-NSW,2026-01-19 18:00:00,795.4
AU-NSW,2026-01-19 19:00:00,781.1
AU-NSW,2026-01-19 20:00:00,836.8
AU-NSW,2026-01-19 21:00:00,702.4
AU-NSW,2026-01-19 22:00:00,644.2
AU-NSW,2026-01-19 23:00:00,787.5
AU-NSW,2026-01-20 00:00:00,791.0
AU-NSW,2026-01-20 01:00:00,795.8
AU-NSW,2026-01-20 02:00:00,805.8
AU-NSW,2026-01-20 03:00:00,792.8
AU-NSW,2026-01-20 04:00:00,772.3
AU-NSW,2026-01-20 05:00:00,797.3
AU-NSW,2026-01-20 06:00:00,695.1
AU-NSW,2026-01-20 07:00:00,734.1
AU-NSW,2026-01-20 08:00:00,827.4
AU-NSW,2026-01-20 09:00:00,795.3
AU-NSW,2026-01-20 10:00:00,722.6
AU-NSW,2026-01-20 11:00:00,790.1
AU-NSW,2026-01-20 12:00:00,717.8
AU-NSW,2026-01-20 13:00:00,731.0
AU-NSW,2026-01-20 14:00:00,721.2
AU-NSW,2026-01-20 15:00:00,714.9
AU-NSW,2026-01-20 16:00:00,687.6
AU-NSW,2026-01-20 17:00:00,829.0
AU-NSW,2026-01-20 18:00:00,774.7
AU-NSW,2026-01-20 19:00:00,830.9
AU-NSW,2026-01-20 20:00:00,883.0
AU-NSW,2026-01-20 21:00:00,742.3
AU-NSW,2026-01-20 22:00:00,832.8
AU-NSW,2026-01-20 23:00:00,741.4
AU-NSW,2026-01-21 00:00:00,815.4
AU-NSW,2026-01-21 01:00:00,782.9
AU-NSW,2026-01-21 02:00:00,766.4
AU-NSW,2026-01-21 03:00:00,763.3
AU-NSW,2026-01-21 04:00:00,777.9
AU-NSW,2026-01-21 05:00:00,793.1
AU-NSW,2026-01-21 06:00:00,797.7
AU-NSW,2026-01-21 07:00:00,753.1
AU-NSW,2026-01-21 08:00:00,827.3
AU-NSW,2026-01-21 09:00:00,850.3
AU-NSW,2026-01-21 10:00:00,753.0
AU-NSW,2026-01-21 11:00:00,623.1
AU-NSW,2026-01-21 12:00:00,682.6
AU-NSW,2026-01-21 13:00:00,596.0
AU-NSW,2026-01-21 14:00:00,664.2
AU-NSW,2026-01-21 15:00:00,803.0
AU-NSW,2026-01-21 16:00:00,708.2
AU-NSW,2026-01-21 17:00:00,802.6
AU-NSW,2026-01-21 18:00:00,747.7
AU-NSW,2026-01-21 19:00:00,829.5
AU-NSW,2026-01-21 20:00:00,793.4
AU-NSW,2026-01-21 21:00:00,824.5
AU-NSW,2026-01-21 22:00:00,738.7
AU-NSW,2026-01-21 23:00:00,715.7
AU-NSW,2026-01-22 00:00:00,758.3
AU-NSW,2026-01-22 01:00:00,659.2
AU-NSW,2026-01-22 02:00:00,790.4
AU-NSW,2026-01-22 03:00:00,733.0
AU-NSW,2026-01-22 04:00:00,854.7
AU-NSW,2026-01-22 05:00:00,758.8
AU-NSW,2026-01-22 06:00:00,808.5
AU-NSW,2026-01-22 07:00:00,754.9
AU-NSW,2026-01-22 08:00:00,758.2
AU-NSW,2026-01-22 09:00:00,695.8
AU-NSW,2026-01-22 10:00:00,720.5
AU-NSW,2026-01-22 11:00:00,636.2
AU-NSW,2026-01-22 12:00:00,685.2
AU-NSW,2026-01-22 13:00:00,705.2
AU-NSW,2026-01-22 14:00:00,644.8
AU-NSW,2026-01-22 15:00:00,769.3
AU-NSW,2026-01-22 16:00:00,743.3
AU-NSW,2026-01-22 17:00:00,721.2
AU-NSW,2026-01-22 18:00:00,843.6
AU-NSW,2026-01-22 19:00:00,834.1
AU-NSW,2026-01-22 20:00:00,783.9
AU-NSW,2026-01-22 21:00:00,729.6
AU-NSW,2026-01-22 22:00:00,734.1
AU-NSW,2026-01-22 23:00:00,761.5
AU-NSW,2026-01-23 00:00:00,724.7
AU-NSW,2026-01-23 01:00:00,738.8
AU-NSW,2026-01-23 02:00:00,731.5
AU-NSW,2026-01-23 03:00:00,788.2
AU-NSW,2026-01-23 04:00:00,790.5
AU-NSW,2026-01-23 05:00:00,747.2
AU-NSW,2026-01-23 06:00:00,844.3
AU-NSW,2026-01-23 07:00:00,821.8
AU-NSW,2026-01-23 08:00:00,824.9
AU-NSW,2026-01-23 09:00:00,787.8
AU-NSW,2026-01-23 10:00:00,743.8
AU-NSW,2026-01-23 11:00:00,718.7
AU-NSW,2026-01-23 12:00:00,744.7
AU-NSW,2026-01-23 13:00:00,671.0
AU-NSW,2026-01-23 14:00:00,710.5
AU-NSW,2026-01-23 15:00:00,739.9
AU-NSW,2026-01-23 16:00:00,799.5
AU-NSW,2026-01-23 17:00:00,826.7
AU-NSW,2026-01-23 18:00:00,742.8
AU-NSW,2026-01-23 19:00:00,875.0
AU-NSW,2026-01-23 20:00:00,758.8
AU-NSW,2026-01-23 21:00:00,684.6
AU-NSW,2026-01-23 22:00:00,732.6
AU-NSW,2026-01-23 23:00:00,731.6
AU-NSW,2026-01-24 00:00:00,777.3
AU-NSW,2026-01-24 01:00:00,721.0
AU-NSW,2026-01-24 02:00:00,688.7
AU-NSW,2026-01-24 03:00:00,789.3
AU-NSW,2026-01-24 04:00:00,780.6
AU-NSW,2026-01-24 05:00:00,748.2
AU-NSW,2026-01-24 06:00:00,684.6
AU-NSW,2026-01-24 07:00:00,731.2
AU-NSW,2026-01-24 08:00:00,772.4
AU-NSW,2026-01-24 09:00:00,760.4
AU-NSW,2026-01-24 10:00:00,723.8
AU-NSW,2026-01-24 11:00:00,707.0
AU-NSW,2026-01-24 12:00:00,604.4
AU-NSW,2026-01-24 13:00:00,598.6
AU-NSW,2026-01-24 14:00:00,731.5
AU-NSW,2026-01-24 15:00:00,692.2
AU-NSW,2026-01-24 16:00:00,699.1
AU-NSW,2026-01-24 17:00:00,741.3
AU-NSW,2026-01-24 18:00:00,821.1
AU-NSW,2026-01-24 19:00:00,759.2
AU-NSW,2026-01-24 20:00:00,705.2
AU-NSW,2026-01-24 21:00:00,672.3
AU-NSW,2026-01-24 22:00:00,717.1
AU-NSW,2026-01-24 23:00:00,693.7
AU-NSW,2026-01-25 00:00:00,839.5
AU-NSW,2026-01-25 01:00:00,703.7
AU-NSW,2026-01-25 02:00:00,720.8
AU-NSW,2026-01-25 03:00:00,753.5
AU-NSW,2026-01-25 04:00:00,775.2
AU-NSW,2026-01-25 05:00:00,801.5
AU-NSW,2026-01-25 06:00:00,768.5
AU-NSW,2026-01-25 07:00:00,763.8
AU-NSW,2026-01-25 08:00:00,778.1
AU-NSW,2026-01-25 09:00:00,759.1
AU-NSW,2026-01-25 10:00:00,733.0
AU-NSW,2026-01-25 11:00:00,673.7
AU-NSW,2026-01-25 12:00:00,628.1
AU-NSW,2026-01-25 13:00:00,622.1
AU-NSW,2026-01-25 14:00:00,631.3
AU-NSW,2026-01-25 15:00:00,657.6
AU-NSW,2026-01-25 16:00:00,648.8
AU-NSW,2026-01-25 17:00:00,782.8
AU-NSW,2026-01-25 18:00:00,811.6
AU-NSW,2026-01-25 19:00:00,728.1
AU-NSW,2026-01-25 20:00:00,735.6
AU-NSW,2026-01-25 21:00:00,692.2
AU-NSW,2026-01-25 22:00:00,691.4
AU-NSW,2026-01-25 23:00:00,676.6
AU-NSW,2026-01-26 00:00:00,746.7
AU-NSW,2026-01-26 01:00:00,824.3
AU-NSW,2026-01-26 02:00:00,769.9
AU-NSW,2026-01-26 03:00:00,803.5
AU-NSW,2026-01-26 04:00:00,800.2
AU-NSW,2026-01-26 05:00:00,787.8
AU-NSW,2026-01-26 06:00:00,745.2
AU-NSW,2026-01-26 07:00:00,854.9
AU-NSW,2026-01-26 08:00:00,737.3
AU-NSW,2026-01-26 09:00:00,732.5
AU-NSW,2026-01-26 10:00:00,761.8
AU-NSW,2026-01-26 11:00:00,751.1
AU-NSW,2026-01-26 12:00:00,672.7
AU-NSW,2026-01-26 13:00:00,694.4
AU-NSW,2026-01-26 14:00:00,709.3
AU-NSW,2026-01-26 15:00:00,721.3
AU-NSW,2026-01-26 16:00:00,748.6
AU-NSW,2026-01-26 17:00:00,781.0
AU-NSW,2026-01-26 18:00:00,786.2
AU-NSW,2026-01-26 19:00:00,785.6
AU-NSW,2026-01-26 20:00:00,812.4
AU-NSW,2026-01-26 21:00:00,665.8
AU-NSW,2026-01-26 22:00:00,716.4
AU-NSW,2026-01-26 23:00:00,788.3
AU-NSW,2026-01-27 00:00:00,714.2
AU-NSW,2026-01-27 01:00:00,734.9
AU-NSW,2026-01-27 02:00:00,710.6
AU-NSW,2026-01-27 03:00:00,785.0
AU-NSW,2026-01-27 04:00:00,751.5
AU-NSW,2026-01-27 05:00:00,817.5
AU-NSW,2026-01-27 06:00:00,744.1
AU-NSW,2026-01-27 07:00:00,735.2
AU-NSW,2026-01-27 08:00:00,767.0
AU-NSW,2026-01-27 09:00:00,691.0
AU-NSW,2026-01-27 10:00:00,702.3
AU-NSW,2026-01-27 11:00:00,716.9
AU-NSW,2026-01-27 12:00:00,699.2
AU-NSW,2026-01-27 13:00:00,614.3
AU-NSW,2026-01-27 14:00:00,703.0
AU-NSW,2026-01-27 15:00:00,743.6
AU-NSW,2026-01-27 16:00:00,770.9
AU-NSW,2026-01-27 17:00:00,764.3
AU-NSW,2026-01-27 18:00:00,800.8
AU-NSW,2026-01-27 19:00:00,802.9
AU-NSW,2026-01-27 20:00:00,849.2
AU-NSW,2026-01-27 21:00:00,749.2
AU-NSW,2026-01-27 22:00:00,777.5
AU-NSW,2026-01-27 23:00:00,709.5
AU-NSW,2026-01-28 00:00:00,753.2
AU-NSW,2026-01-28 01:00:00,809.8
AU-NSW,2026-01-28 02:00:00,797.4
AU-NSW,2026-01-28 03:00:00,764.8
AU-NSW,2026-01-28 04:00:00,743.1
AU-NSW,2026-01-28 05:00:00,799.4
AU-NSW,2026-01-28 06:00:00,763.0
AU-NSW,2026-01-28 07:00:00,783.2
AU-NSW,2026-01-28 08:00:00,747.8
AU-NSW,2026-01-28 09:00:00,754.6
AU-NSW,2026-01-28 10:00:00,772.2
AU-NSW,2026-01-28 11:00:00,700.9
AU-NSW,2026-01-28 12:00:00,764.3
AU-NSW,2026-01-28 13:00:00,736.5
AU-NSW,2026-01-28 14:00:00,695.8
AU-NSW,2026-01-28 15:00:00,771.2
AU-NSW,2026-01-28 16:00:00,718.9
AU-NSW,2026-01-28 17:00:00,731.2
AU-NSW,2026-01-28 18:00:00,820.6
AU-NSW,2026-01-28 19:00:00,777.4
AU-NSW,2026-01-28 20:00:00,746.0
AU-NSW,2026-01-28 21:00:00,724.6
AU-NSW,2026-01-28 22:00:00,667.8
AU-NSW,2026-01-28 23:00:00,729.4
AU-NSW,2026-01-29 00:00:00,796.6
AU-NSW,2026-01-29 01:00:00,665.4
AU-NSW,2026-01-29 02:00:00,720.3
AU-NSW,2026-01-29 03:00:00,790.5
AU-NSW,2026-01-29 04:00:00,761.0
AU-NSW,2026-01-29 05:00:00,765.6
AU-NSW,2026-01-29 06:00:00,682.0
AU-NSW,2026-01-29 07:00:00,866.9
AU-NSW,2026-01-29 08:00:00,818.6
AU-NSW,2026-01-29 09:00:00,767.1
AU-NSW,2026-01-29 10:00:00,726.9
AU-NSW,2026-01-29 11:00:00,679.9
AU-NSW,2026-01-29 12:00:00,724.9
AU-NSW,2026-01-29 13:00:00,657.7
AU-NSW,2026-01-29 14:00:00,775.1
AU-NSW,2026-01-29 15:00:00,681.8
AU-NSW,2026-01-29 16:00:00,798.8
AU-NSW,2026-01-29 17:00:00,707.3
AU-NSW,2026-01-29 18:00:00,838.2
AU-NSW,2026-01-29 19:00:00,798.0
AU-NSW,2026-01-29 20:00:00,805.6
AU-NSW,2026-01-29 21:00:00,737.7
AU-NSW,2026-01-29 22:00:00,798.9
AU-NSW,2026-01-29 23:00:00,820.9
AU-NSW,2026-01-30 00:00:00,791.4
AU-NSW,2026-01-30 01:00:00,808.6
AU-NSW,2026-01-30 02:00:00,754.1
AU-NSW,2026-01-30 03:00:00,819.8
AU-NSW,2026-01-30 04:00:00,812.9
AU-NSW,2026-01-30 05:00:00,772.4
AU-NSW,2026-01-30 06:00:00,759.6
AU-NSW,2026-01-30 07:00:00,807.7
AU-NSW,2026-01-30 08:00:00,713.6
AU-NSW,2026-01-30 09:00:00,749.0
AU-NSW,2026-01-30 10:00:00,685.2
AU-NSW,2026-01-30 11:00:00,698.0
AU-NSW,2026-01-30 12:00:00,673.0
AU-NSW,2026-01-30 13:00:00,802.6
AU-NSW,2026-01-30 14:00:00,780.2
AU-NSW,2026-01-30 15:00:00,777.9
AU-NSW,2026-01-30 16:00:00,774.1
AU-NSW,2026-01-30 17:00:00,751.9
AU-NSW,2026-01-30 18:00:00,747.8
AU-NSW,2026-01-30 19:00:00,818.7
AU-NSW,2026-01-30 20:00:00,748.0
AU-NSW,2026-01-30 21:00:00,683.8
AU-NSW,2026-01-30 22:00:00,726.5
AU-NSW,2026-01-30 23:00:00,764.8
AU-NSW,2026-01-31 00:00:00,724.9
AU-NSW,2026-01-31 01:00:00,858.5
AU-NSW,2026-01-31 02:00:00,737.8
AU-NSW,2026-01-31 03:00:00,702.2
AU-NSW,2026-01-31 04:00:00,755.1
AU-NSW,2026-01-31 05:00:00,703.0
AU-NSW,2026-01-31 06:00:00,640.5
AU-NSW,2026-01-31 07:00:00,817.4
AU-NSW,2026-01-31 08:00:00,732.3
AU-NSW,2026-01-31 09:00:00,665.4
AU-NSW,2026-01-31 10:00:00,639.0
AU-NSW,2026-01-31 11:00:00,624.6
AU-NSW,2026-01-31 12:00:00,688.8
AU-NSW,2026-01-31 13:00:00,709.4
AU-NSW,2026-01-31 14:00:00,687.4
AU-NSW,2026-01-31 15:00:00,645.9
AU-NSW,2026-01-31 16:00:00,791.5
AU-NSW,2026-01-31 17:00:00,724.7
AU-NSW,2026-01-31 18:00:00,851.9
AU-NSW,2026-01-31 19:00:00,802.1
AU-NSW,2026-01-31 20:00:00,772.6
AU-NSW,2026-01-31 21:00:00,712.3
AU-NSW,2026-01-31 22:00:00,687.3
AU-NSW,2026-01-31 23:00:00,702.8
AU-NSW,2026-02-01 00:00:00,740.0
AU-NSW,2026-02-01 01:00:00,669.0
AU-NSW,2026-02-01 02:00:00,780.3
AU-NSW,2026-02-01 03:00:00,773.7
AU-NSW,2026-02-01 04:00:00,787.9
AU-NSW,2026-02-01 05:00:00,741.5
AU-NSW,2026-02-01 06:00:00,695.9
AU-NSW,2026-02-01 07:00:00,747.3
AU-NSW,2026-02-01 08:00:00,725.3
AU-NSW,2026-02-01 09:00:00,776.4
AU-NSW,2026-02-01 10:00:00,648.2
AU-NSW,2026-02-01 11:00:00,709.9
AU-NSW,2026-02-01 12:00:00,644.9
AU-NSW,2026-02-01 13:00:00,631.3
AU-NSW,2026-02-01 14:00:00,650.4
AU-NSW,2026-02-01 15:00:00,784.0
AU-NSW,2026-02-01 16:00:00,726.8
AU-NSW,2026-02-01 17:00:00,768.1
AU-NSW,2026-02-01 18:00:00,760.0
AU-NSW,2026-02-01 19:00:00,732.8
AU-NSW,2026-02-01 20:00:00,859.4
AU-NSW,2026-02-01 21:00:00,724.2
AU-NSW,2026-02-01 22:00:00,728.3
AU-NSW,2026-02-01 23:00:00,656.9
AU-NSW,2026-02-02 00:00:00,732.4
AU-NSW,2026-02-02 01:00:00,768.6
AU-NSW,2026-02-02 02:00:00,758.1
AU-NSW,2026-02-02 03:00:00,805.9
AU-NSW,2026-02-02 04:00:00,838.1
AU-NSW,2026-02-02 05:00:00,735.3
AU-NSW,2026-02-02 06:00:00,731.5
AU-NSW,2026-02-02 07:00:00,833.1
AU-NSW,2026-02-02 08:00:00,748.0
AU-NSW,2026-02-02 09:00:00,713.3
AU-NSW,2026-02-02 10:00:00,748.9
AU-NSW,2026-02-02 11:00:00,705.4
AU-NSW,2026-02-02 12:00:00,662.4
AU-NSW,2026-02-02 13:00:00,715.7
AU-NSW,2026-02-02 14:00:00,721.0
AU-NSW,2026-02-02 15:00:00,669.2
AU-NSW,2026-02-02 16:00:00,654.2
AU-NSW,2026-02-02 17:00:00,799.9
AU-NSW,2026-02-02 18:00:00,757.1
AU-NSW,2026-02-02 19:00:00,791.1
AU-NSW,2026-02-02 20:00:00,800.2
AU-NSW,2026-02-02 21:00:00,713.4
AU-NSW,2026-02-02 22:00:00,771.7
AU-NSW,2026-02-02 23:00:00,768.2
AU-NSW,2026-02-03 00:00:00,717.1
AU-NSW,2026-02-03 01:00:00,755.3
AU-NSW,2026-02-03 02:00:00,774.1
AU-NSW,2026-02-03 03:00:00,724.5
AU-NSW,2026-02-03 04:00:00,793.4
AU-NSW,2026-02-03 05:00:00,763.3
AU-NSW,2026-02-03 06:00:00,786.5
AU-NSW,2026-02-03 07:00:00,810.3
AU-NSW,2026-02-03 08:00:00,755.9
AU-NSW,2026-02-03 09:00:00,722.8
AU-NSW,2026-02-03 10:00:00,664.4
AU-NSW,2026-02-03 11:00:00,677.9
AU-NSW,2026-02-03 12:00:00,661.5
AU-NSW,2026-02-03 13:00:00,725.0
AU-NSW,2026-02-03 14:00:00,712.6
AU-NSW,2026-02-03 15:00:00,745.1
AU-NSW,2026-02-03 16:00:00,736.6
AU-NSW,2026-02-03 17:00:00,856.4
AU-NSW,2026-02-03 18:00:00,822.4
AU-NSW,2026-02-03 19:00:00,851.9
AU-NSW,2026-02-03 20:00:00,767.2
AU-NSW,2026-02-03 21:00:00,726.1
AU-NSW,2026-02-03 22:00:00,695.2
AU-NSW,2026-02-03 23:00:00,668.5
AU-NSW,2026-02-04 00:00:00,794.7
AU-NSW,2026-02-04 01:00:00,770.7
AU-NSW,2026-02-04 02:00:00,719.1
AU-NSW,2026-02-04 03:00:00,802.6
AU-NSW,2026-02-04 04:00:00,811.6
AU-NSW,2026-02-04 05:00:00,752.9
AU-NSW,2026-02-04 06:00:00,762.1
AU-NSW,2026-02-04 07:00:00,779.6
AU-NSW,2026-02-04 08:00:00,760.8
AU-NSW,2026-02-04 09:00:00,734.9
AU-NSW,2026-02-04 10:00:00,701.0
AU-NSW,2026-02-04 11:00:00,740.2
AU-NSW,2026-02-04 12:00:00,733.5
AU-NSW,2026-02-04 13:00:00,629.8
AU-NSW,2026-02-04 14:00:00,715.3
AU-NSW,2026-02-04 15:00:00,709.6
AU-NSW,2026-02-04 16:00:00,808.1
AU-NSW,2026-02-04 17:00:00,831.8
AU-NSW,2026-02-04 18:00:00,814.0
AU-NSW,2026-02-04 19:00:00,758.5
AU-NSW,2026-02-04 20:00:00,843.0
AU-NSW,2026-02-04 21:00:00,745.0
AU-NSW,2026-02-04 22:00:00,684.8
AU-NSW,2026-02-04 23:00:00,666.2
AU-NSW,2026-02-05 00:00:00,735.1
AU-NSW,2026-02-05 01:00:00,736.8
AU-NSW,2026-02-05 02:00:00,803.8
AU-NSW,2026-02-05 03:00:00,717.0
AU-NSW,2026-02-05 04:00:00,772.3
AU-NSW,2026-02-05 05:00:00,735.0
AU-NSW,2026-02-05 06:00:00,698.6
AU-NSW,2026-02-05 07:00:00,763.0
AU-NSW,2026-02-05 08:00:00,817.8
AU-NSW,2026-02-05 09:00:00,740.8
AU-NSW,2026-02-05 10:00:00,813.6
AU-NSW,2026-02-05 11:00:00,627.8
AU-NSW,2026-02-05 12:00:00,655.9
AU-NSW,2026-02-05 13:00:00,674.8
AU-NSW,2026-02-05 14:00:00,824.8
AU-NSW,2026-02-05 15:00:00,664.6
AU-NSW,2026-02-05 16:00:00,720.4
AU-NSW,2026-02-05 17:00:00,779.7
AU-NSW,2026-02-05 18:00:00,756.1
AU-NSW,2026-02-05 19:00:00,755.0
AU-NSW,2026-02-05 20:00:00,786.1
AU-NSW,2026-02-05 21:00:00,722.4
AU-NSW,2026-02-05 22:00:00,791.4
AU-NSW,2026-02-05 23:00:00,736.2
AU-NSW,2026-02-06 00:00:00,741.6
AU-NSW,2026-02-06 01:00:00,698.2
AU-NSW,2026-02-06 02:00:00,774.7
AU-NSW,2026-02-06 03:00:00,784.8
AU-NSW,2026-02-06 04:00:00,747.9
AU-NSW,2026-02-06 05:00:00,721.0
AU-NSW,2026-02-06 06:00:00,661.3
AU-NSW,2026-02-06 07:00:00,865.0
AU-NSW,2026-02-06 08:00:00,831.8
AU-NSW,2026-02-06 09:00:00,739.4
AU-NSW,2026-02-06 10:00:00,693.6
AU-NSW,2026-02-06 11:00:00,760.7
AU-NSW,2026-02-06 12:00:00,700.7
AU-NSW,2026-02-06 13:00:00,693.2
AU-NSW,2026-02-06 14:00:00,604.0
AU-NSW,2026-02-06 15:00:00,727.3
AU-NSW,2026-02-06 16:00:00,800.6
AU-NSW,2026-02-06 17:00:00,836.3
AU-NSW,2026-02-06 18:00:00,762.2
AU-NSW,2026-02-06 19:00:00,816.5
AU-NSW,2026-02-06 20:00:00,844.7
AU-NSW,2026-02-06 21:00:00,702.1
AU-NSW,2026-02-06 22:00:00,722.6
AU-NSW,2026-02-06 23:00:00,827.5
AU-NSW,2026-02-07 00:00:00,794.8
AU-NSW,2026-02-07 01:00:00,731.8
AU-NSW,2026-02-07 02:00:00,736.6
AU-NSW,2026-02-07 03:00:00,608.3
AU-NSW,2026-02-07 04:00:00,737.4
AU-NSW,2026-02-07 05:00:00,708.2
AU-NSW,2026-02-07 06:00:00,635.1
AU-NSW,2026-02-07 07:00:00,728.6
AU-NSW,2026-02-07 08:00:00,689.8
AU-NSW,2026-02-07 09:00:00,741.2
AU-NSW,2026-02-07 10:00:00,700.9
AU-NSW,2026-02-07 11:00:00,677.6
AU-NSW,2026-02-07 12:00:00,579.9
AU-NSW,2026-02-07 13:00:00,665.2
AU-NSW,2026-02-07 14:00:00,692.1
AU-NSW,2026-02-07 15:00:00,772.2
AU-NSW,2026-02-07 16:00:00,686.0
AU-NSW,2026-02-07 17:00:00,789.7
AU-NSW,2026-02-07 18:00:00,787.8
AU-NSW,2026-02-07 19:00:00,764.4
AU-NSW,2026-02-07 20:00:00,813.1
AU-NSW,2026-02-07 21:00:00,725.0
AU-NSW,2026-02-07 22:00:00,778.2
AU-NSW,2026-02-07 23:00:00,696.2
AU-NSW,2026-02-08 00:00:00,828.7
AU-NSW,2026-02-08 01:00:00,809.5
AU-NSW,2026-02-08 02:00:00,741.7
AU-NSW,2026-02-08 03:00:00,682.0
AU-NSW,2026-02-08 04:00:00,713.6
AU-NSW,2026-02-08 05:00:00,748.5
AU-NSW,2026-02-08 06:00:00,765.5
AU-NSW,2026-02-08 07:00:00,770.1
AU-NSW,2026-02-08 08:00:00,863.9
AU-NSW,2026-02-08 09:00:00,645.6
AU-NSW,2026-02-08 10:00:00,755.2
AU-NSW,2026-02-08 11:00:00,721.0
AU-NSW,2026-02-08 12:00:00,702.7
AU-NSW,2026-02-08 13:00:00,682.6
AU-NSW,2026-02-08 14:00:00,666.9
AU-NSW,2026-02-08 15:00:00,718.4
AU-NSW,2026-02-08 16:00:00,751.6
AU-NSW,2026-02-08 17:00:00,703.4
AU-NSW,2026-02-08 18:00:00,859.2
AU-NSW,2026-02-08 19:00:00,756.6
AU-NSW,2026-02-08 20:00:00,731.8
AU-NSW,2026-02-08 21:00:00,709.4
AU-NSW,2026-02-08 22:00:00,716.9
AU-NSW,2026-02-08 23:00:00,677.9
AU-NSW,2026-02-09 00:00:00,743.1
AU-NSW,2026-02-09 01:00:00,706.3
AU-NSW,2026-02-09 02:00:00,816.6
AU-NSW,2026-02-09 03:00:00,722.2
AU-NSW,2026-02-09 04:00:00,819.9
AU-NSW,2026-02-09 05:00:00,717.8
AU-NSW,2026-02-09 06:00:00,769.6
AU-NSW,2026-02-09 07:00:00,784.6
AU-NSW,2026-02-09 08:00:00,772.7
AU-NSW,2026-02-09 09:00:00,758.0
AU-NSW,2026-02-09 10:00:00,693.6
AU-NSW,2026-02-09 11:00:00,714.3
AU-NSW,2026-02-09 12:00:00,760.6
AU-NSW,2026-02-09 13:00:00,701.4
AU-NSW,2026-02-09 14:00:00,791.3
AU-NSW,2026-02-09 15:00:00,790.8
AU-NSW,2026-02-09 16:00:00,752.3
AU-NSW,2026-02-09 17:00:00,797.6
AU-NSW,2026-02-09 18:00:00,709.8
AU-NSW,2026-02-09 19:00:00,754.3
AU-NSW,2026-02-09 20:00:00,845.6
AU-NSW,2026-02-09 21:00:00,774.7
AU-NSW,2026-02-09 22:00:00,733.2
AU-NSW,2026-02-09 23:00:00,781.3
AU-NSW,2026-02-10 00:00:00,786.4
AU-NSW,2026-02-10 01:00:00,782.1
AU-NSW,2026-02-10 02:00:00,752.5
AU-NSW,2026-02-10 03:00:00,775.1
AU-NSW,2026-02-10 04:00:00,716.3
AU-NSW,2026-02-10 05:00:00,726.4
AU-NSW,2026-02-10 06:00:00,684.8
AU-NSW,2026-02-10 07:00:00,796.9
AU-NSW,2026-02-10 08:00:00,720.3
AU-NSW,2026-02-10 09:00:00,753.0
AU-NSW,2026-02-10 10:00:00,781.5
AU-NSW,2026-02-10 11:00:00,714.7
AU-NSW,2026-02-10 12:00:00,657.5
AU-NSW,2026-02-10 13:00:00,695.0
AU-NSW,2026-02-10 14:00:00,752.3
AU-NSW,2026-02-10 15:00:00,801.9
AU-NSW,2026-02-10 16:00:00,734.1
AU-NSW,2026-02-10 17:00:00,823.4
AU-NSW,2026-02-10 18:00:00,750.0
AU-NSW,2026-02-10 19:00:00,818.0
AU-NSW,2026-02-10 20:00:00,829.1
AU-NSW,2026-02-10 21:00:00,743.0
AU-NSW,2026-02-10 22:00:00,748.8
AU-NSW,2026-02-10 23:00:00,746.4
AU-NSW,2026-02-11 00:00:00,726.9
AU-NSW,2026-02-11 01:00:00,786.2
AU-NSW,2026-02-11 02:00:00,780.1
AU-NSW,2026-02-11 03:00:00,731.2
