timestamp,price_aud_mwh,demand_gw,solar_gw,wind_gw,temperature_c,cloud_cover_pct,wind_speed_kmh,solar_radiation_wm2,region
2026-01-18 19:00:00,33.09,31.0,0.32,5.12,22.9,36,16.7,51,NSW
2026-01-18 20:00:00,42.04,30.8,0.12,3.42,12.7,28,12.4,23,NSW
2026-01-18 21:00:00,170.26,27.07,0.06,3.31,15.9,53,16.1,8,NSW
2026-01-18 22:00:00,25.78,30.42,0.02,4.31,15.2,34,13.9,3,NSW
2026-01-18 23:00:00,39.71,29.06,0.01,3.51,13.9,40,21.2,1,NSW
2026-01-19 00:00:00,35.88,27.25,0.0,2.09,16.9,17,16.5,0,NSW
2026-01-19 01:00:00,95.32,24.63,0.01,4.05,12.0,23,13.5,1,NSW
2026-01-19 02:00:00,44.6,22.33,0.02,0.78,14.1,39,11.0,3,NSW
2026-01-19 03:00:00,32.51,21.48,0.07,3.02,13.1,58,18.7,8,NSW
2026-01-19 04:00:00,3.86,20.89,0.16,0.73,22.0,1,12.0,26,NSW
2026-01-19 05:00:00,37.81,14.91,0.29,3.67,20.9,20,13.7,54,NSW
2026-01-19 06:00:00,50.76,16.69,0.67,0.04,23.1,26,13.0,109,NSW
2026-01-19 07:00:00,50.65,14.14,1.48,2.57,26.5,12,11.8,214,NSW
2026-01-19 08:00:00,58.37,13.81,1.95,1.19,30.3,28,14.3,329,NSW
2026-01-19 09:00:00,229.31,12.0,2.88,0.79,31.8,6,7.2,533,NSW
2026-01-19 10:00:00,55.06,14.64,3.52,1.25,38.0,18,9.8,669,NSW
2026-01-19 11:00:00,92.16,14.85,4.0,1.65,34.6,9,18.4,821,NSW
2026-01-19 12:00:00,55.85,17.3,5.48,0.1,33.1,30,24.3,792,NSW
2026-01-19 13:00:00,52.86,18.28,5.24,0.2,32.6,7,20.4,828,NSW
2026-01-19 14:00:00,79.52,21.33,4.75,1.72,31.9,11,17.2,689,NSW
2026-01-19 15:00:00,72.13,23.46,3.36,0.0,28.1,28,15.2,485,NSW
2026-01-19 16:00:00,66.17,26.15,1.84,0.68,29.2,5,25.0,363,NSW
2026-01-19 17:00:00,61.6,25.23,1.02,4.45,28.2,20,20.3,206,NSW
2026-01-19 18:00:00,48.93,26.76,0.81,0.62,22.9,0,25.8,122,NSW
2026-01-19 19:00:00,33.34,30.27,0.31,2.93,19.9,10,25.2,57,NSW
2026-01-19 20:00:00,40.39,28.8,0.13,1.41,22.1,30,25.8,23,NSW
2026-01-19 21:00:00,27.41,31.34,0.06,2.74,14.2,15,24.1,9,NSW
2026-01-19 22:00:00,44.26,29.27,0.02,3.14,11.3,23,25.4,3,NSW
2026-01-19 23:00:00,29.0,28.57,0.01,3.87,12.2,38,23.2,1,NSW
2026-01-20 00:00:00,20.38,28.12,0.0,2.8,11.1,28,20.7,0,NSW
2026-01-20 01:00:00,27.32,23.61,0.01,5.25,15.3,47,18.7,1,NSW
2026-01-20 02:00:00,38.33,21.14,0.02,2.93,14.8,43,12.3,3,NSW
2026-01-20 03:00:00,29.99,21.24,0.06,4.0,16.7,48,20.3,8,NSW
2026-01-20 04:00:00,31.23,18.76,0.14,4.25,21.5,60,26.1,20,NSW
2026-01-20 05:00:00,-24.41,16.06,0.33,3.1,20.2,51,22.0,47,NSW
2026-01-20 06:00:00,54.44,17.16,0.79,4.13,25.7,68,18.9,89,NSW
2026-01-20 07:00:00,50.79,13.95,1.48,4.75,29.8,62,14.0,169,NSW
2026-01-20 08:00:00,56.24,14.05,1.86,4.3,28.3,46,19.9,302,NSW
2026-01-20 09:00:00,264.02,14.3,2.68,7.29,32.8,69,14.5,395,NSW
2026-01-20 10:00:00,52.22,13.67,3.33,4.09,32.4,57,20.4,556,NSW
2026-01-20 11:00:00,54.89,16.46,4.85,6.16,35.7,50,9.5,681,NSW
2026-01-20 12:00:00,64.03,20.1,4.03,5.86,31.1,58,9.8,691,NSW
2026-01-20 13:00:00,69.59,20.6,4.56,4.97,30.6,68,9.0,620,NSW
2026-01-20 14:00:00,134.38,22.05,3.32,4.07,32.1,60,6.2,548,NSW
2026-01-20 15:00:00,85.03,23.83,2.92,4.08,29.6,75,8.3,382,NSW
2026-01-20 16:00:00,73.65,26.5,1.68,4.21,28.2,65,12.5,274,NSW
2026-01-20 17:00:00,56.78,28.78,1.41,2.8,26.4,57,9.5,173,NSW
2026-01-20 18:00:00,53.46,29.84,0.6,3.41,25.7,37,0.0,104,NSW
2026-01-20 19:00:00,36.64,29.23,0.31,2.74,20.9,45,17.7,49,NSW
2026-01-20 20:00:00,43.78,30.49,0.16,5.35,17.7,46,7.4,21,NSW
2026-01-20 21:00:00,36.55,30.45,0.06,4.38,16.5,51,17.4,8,NSW
2026-01-20 22:00:00,40.85,27.42,0.02,4.3,14.1,48,16.1,3,NSW
2026-01-20 23:00:00,25.19,27.91,0.0,3.85,12.8,40,25.4,1,NSW
2026-01-21 00:00:00,40.8,22.76,0.0,3.17,11.1,36,22.0,0,NSW
2026-01-21 01:00:00,53.77,24.79,0.01,4.2,14.8,41,17.0,1,NSW
2026-01-21 02:00:00,36.19,22.99,0.02,1.87,14.5,20,17.2,3,NSW
2026-01-21 03:00:00,45.62,21.05,0.05,2.34,19.2,48,27.0,8,NSW
2026-01-21 04:00:00,53.33,17.41,0.13,2.75,16.5,0,16.0,26,NSW
2026-01-21 05:00:00,45.16,16.81,0.32,0.46,20.7,40,23.4,50,NSW
2026-01-21 06:00:00,57.94,17.21,0.74,4.68,28.0,20,22.7,112,NSW
2026-01-21 07:00:00,60.67,16.39,1.45,1.44,25.1,31,22.3,197,NSW
2026-01-21 08:00:00,66.6,13.96,1.69,1.41,28.9,22,25.3,337,NSW
2026-01-21 09:00:00,60.37,14.48,3.06,2.41,29.0,21,24.8,500,NSW
2026-01-21 10:00:00,73.19,16.74,3.26,1.98,30.4,22,25.7,657,NSW
2026-01-21 11:00:00,80.94,14.09,4.67,1.06,37.2,25,24.2,766,NSW
2026-01-21 12:00:00,93.12,17.52,5.77,1.13,34.8,11,24.9,860,NSW
2026-01-21 13:00:00,86.59,21.93,4.47,0.0,34.3,28,23.0,756,NSW
2026-01-21 14:00:00,98.96,23.46,4.7,0.51,29.7,3,19.2,712,NSW
2026-01-21 15:00:00,60.77,24.62,3.19,1.67,32.2,16,21.0,511,NSW
2026-01-21 16:00:00,76.34,23.74,2.41,1.71,31.8,28,17.2,329,NSW
2026-01-21 17:00:00,63.27,27.58,1.38,2.63,29.3,31,15.9,197,NSW
2026-01-21 18:00:00,82.19,28.04,0.57,1.47,25.8,26,16.7,109,NSW
2026-01-21 19:00:00,41.04,30.22,0.29,0.4,19.6,18,16.5,55,NSW
2026-01-21 20:00:00,35.85,28.79,0.14,3.06,20.1,36,16.1,22,NSW
2026-01-21 21:00:00,34.58,28.19,0.05,3.67,18.7,19,18.7,9,NSW
2026-01-21 22:00:00,77.6,25.83,0.02,3.38,12.2,51,12.1,3,NSW
2026-01-21 23:00:00,30.26,29.49,0.01,2.58,12.6,31,14.2,1,NSW
2026-01-22 00:00:00,26.75,25.4,0.0,4.04,16.3,17,13.3,0,NSW
2026-01-22 01:00:00,38.32,24.31,0.01,6.69,16.6,23,9.9,1,NSW
2026-01-22 02:00:00,42.57,22.0,0.02,3.63,12.7,41,12.4,3,NSW
2026-01-22 03:00:00,64.12,18.33,0.07,2.45,19.0,44,16.0,8,NSW
2026-01-22 04:00:00,57.1,16.11,0.16,3.41,19.7,69,12.8,19,NSW
2026-01-22 05:00:00,-28.08,14.84,0.29,4.84,23.5,35,13.3,51,NSW
2026-01-22 06:00:00,44.79,13.99,0.68,2.81,23.3,50,10.0,97,NSW
2026-01-22 07:00:00,66.58,14.82,1.17,4.76,28.4,38,21.3,190,NSW
2026-01-22 08:00:00,49.57,12.81,1.97,5.11,31.2,46,11.5,302,NSW
2026-01-22 09:00:00,91.45,16.89,2.86,6.38,30.9,74,8.3,384,NSW
2026-01-22 10:00:00,86.72,16.61,4.53,6.24,33.3,41,19.4,602,NSW
2026-01-22 11:00:00,68.83,17.56,4.64,5.85,32.9,62,16.5,640,NSW
2026-01-22 12:00:00,54.49,17.82,5.05,2.84,37.9,60,16.8,684,NSW
2026-01-22 13:00:00,90.5,22.2,5.64,5.9,34.0,55,16.9,664,NSW
2026-01-22 14:00:00,70.77,21.67,3.3,5.64,31.4,61,27.5,545,NSW
2026-01-22 15:00:00,83.7,24.02,3.02,5.1,30.2,40,22.4,459,NSW
2026-01-22 16:00:00,45.45,26.25,2.28,3.0,29.8,72,24.1,263,NSW
2026-01-22 17:00:00,52.44,28.71,1.07,3.81,28.7,74,23.2,158,NSW
2026-01-22 18:00:00,54.39,29.88,0.71,3.25,21.9,50,24.3,97,NSW
2026-01-22 19:00:00,49.57,29.01,0.29,2.2,25.7,76,29.2,41,NSW
2026-01-22 20:00:00,38.64,29.2,0.16,4.0,20.2,40,22.9,22,NSW
2026-01-22 21:00:00,47.23,30.69,0.05,2.97,18.5,47,18.2,8,NSW
2026-01-22 22:00:00,23.62,30.0,0.02,6.14,15.8,57,27.4,3,NSW
2026-01-22 23:00:00,32.57,27.07,0.01,3.09,15.0,32,25.6,1,NSW
2026-01-23 00:00:00,34.88,23.62,0.0,4.29,14.3,18,23.6,0,NSW
2026-01-23 01:00:00,40.14,23.76,0.01,1.17,17.0,13,24.5,1,NSW
2026-01-23 02:00:00,44.34,22.94,0.02,1.95,16.0,55,20.4,3,NSW
2026-01-23 03:00:00,25.32,22.64,0.05,2.33,19.1,21,21.1,9,NSW
2026-01-23 04:00:00,24.38,16.2,0.14,1.09,18.8,23,19.5,23,NSW
2026-01-23 05:00:00,62.78,15.7,0.34,1.36,22.5,9,16.7,57,NSW
2026-01-23 06:00:00,56.44,14.49,0.69,1.37,23.1,32,22.8,106,NSW
2026-01-23 07:00:00,48.47,16.31,1.32,1.18,29.7,10,11.3,215,NSW
2026-01-23 08:00:00,80.72,13.95,1.9,3.12,28.0,12,25.4,352,NSW
2026-01-23 09:00:00,67.46,12.91,2.58,1.53,31.1,20,18.5,502,NSW
2026-01-23 10:00:00,83.22,15.91,4.42,1.55,32.7,3,7.0,712,NSW
2026-01-23 11:00:00,71.7,15.74,5.39,1.56,33.6,13,12.5,807,NSW
2026-01-23 12:00:00,96.13,16.16,4.51,1.61,36.1,32,12.1,785,NSW
2026-01-23 13:00:00,39.76,18.59,4.55,0.93,33.7,20,13.9,783,NSW
2026-01-23 14:00:00,65.38,24.6,4.0,0.75,36.2,17,8.1,672,NSW
2026-01-23 15:00:00,76.67,24.65,3.07,1.32,30.1,19,12.1,504,NSW
2026-01-23 16:00:00,68.44,26.16,2.19,2.42,30.1,13,11.6,351,NSW
2026-01-23 17:00:00,72.12,27.28,1.02,2.54,25.8,43,9.4,186,NSW
2026-01-23 18:00:00,38.76,29.37,0.74,1.35,25.6,11,9.3,116,NSW
2026-01-23 19:00:00,53.23,30.15,0.27,2.55,22.1,25,17.1,53,NSW
2026-01-23 20:00:00,52.7,30.44,0.14,1.81,19.4,26,7.4,23,NSW
2026-01-23 21:00:00,14.58,29.9,0.06,2.27,20.0,39,16.9,8,NSW
2026-01-23 22:00:00,18.15,30.23,0.02,2.01,14.8,43,19.1,3,NSW
2026-01-23 23:00:00,5.71,27.69,0.01,2.56,16.3,32,16.1,1,NSW
2026-01-24 00:00:00,26.11,24.53,0.0,4.34,13.2,38,18.2,0,NSW
2026-01-24 01:00:00,38.48,23.15,0.01,3.35,15.3,42,23.7,1,NSW
2026-01-24 02:00:00,49.74,19.03,0.02,3.65,13.7,13,17.2,3,NSW
2026-01-24 03:00:00,35.62,22.97,0.05,2.32,16.4,24,18.6,9,NSW
2026-01-24 04:00:00,58.27,19.29,0.12,3.69,19.6,38,19.9,22,NSW
2026-01-24 05:00:00,26.85,15.1,0.39,3.98,25.8,40,27.3,50,NSW
2026-01-24 06:00:00,28.01,14.65,0.69,3.59,25.0,35,28.4,105,NSW
2026-01-24 07:00:00,-11.86,13.32,1.42,4.61,30.7,60,18.1,171,NSW
2026-01-24 08:00:00,62.79,16.31,1.93,4.3,30.2,52,27.9,293,NSW
2026-01-24 09:00:00,61.8,12.14,2.83,4.93,31.1,51,27.3,435,NSW
2026-01-24 10:00:00,40.44,15.24,4.78,5.05,36.5,39,30.1,608,NSW
2026-01-24 11:00:00,-0.9,16.18,4.77,4.03,35.3,54,25.2,667,NSW
2026-01-24 12:00:00,52.05,19.24,4.28,4.6,33.5,23,23.0,817,NSW
2026-01-24 13:00:00,13.07,19.77,4.2,5.06,35.4,53,27.2,671,NSW
2026-01-24 14:00:00,162.34,19.36,3.97,6.12,32.9,55,24.7,562,NSW
2026-01-24 15:00:00,50.27,23.69,2.48,5.1,27.9,56,30.0,424,NSW
2026-01-24 16:00:00,51.15,24.54,2.02,4.07,31.7,34,23.9,320,NSW
2026-01-24 17:00:00,39.7,27.78,1.21,4.99,29.6,54,19.7,176,NSW
2026-01-24 18:00:00,46.4,31.08,0.75,6.12,28.5,37,13.3,104,NSW
2026-01-24 19:00:00,53.37,27.12,0.31,5.13,23.1,37,14.6,50,NSW
2026-01-24 20:00:00,25.19,28.8,0.17,4.55,19.3,54,10.2,20,NSW
2026-01-24 21:00:00,38.87,28.9,0.05,4.49,19.4,67,14.1,7,NSW
2026-01-24 22:00:00,23.23,28.36,0.02,4.96,17.9,41,17.8,3,NSW
2026-01-24 23:00:00,18.03,28.77,0.01,4.34,18.5,28,13.4,1,NSW
2026-01-25 00:00:00,25.54,25.74,0.0,3.57,14.8,37,16.9,0,NSW
2026-01-25 01:00:00,15.06,24.69,0.01,3.81,14.9,44,13.7,1,NSW
2026-01-25 02:00:00,22.81,21.06,0.02,1.4,14.8,37,10.5,3,NSW
2026-01-25 03:00:00,18.24,20.27,0.06,0.73,18.9,60,12.4,8,NSW
2026-01-25 04:00:00,60.32,19.17,0.14,2.16,16.8,16,14.0,24,NSW
2026-01-25 05:00:00,41.99,15.24,0.37,1.85,23.8,26,12.9,53,NSW
2026-01-25 06:00:00,38.35,16.24,0.79,1.04,26.0,39,13.4,103,NSW
2026-01-25 07:00:00,54.5,14.35,1.49,2.24,28.6,37,10.3,191,NSW
2026-01-25 08:00:00,55.42,15.57,1.97,0.0,30.2,0,12.4,370,NSW
2026-01-25 09:00:00,58.28,13.97,3.63,0.62,35.0,16,24.0,511,NSW
2026-01-25 10:00:00,71.52,15.64,3.45,0.58,35.3,33,20.9,626,NSW
2026-01-25 11:00:00,75.27,16.28,4.26,0.0,33.3,50,11.1,681,NSW
2026-01-25 12:00:00,60.54,17.86,4.18,2.49,33.7,23,8.5,817,NSW
2026-01-25 13:00:00,59.37,20.32,4.3,0.0,32.8,11,19.3,814,NSW
2026-01-25 14:00:00,61.04,22.81,4.43,0.48,34.7,4,23.6,709,NSW
2026-01-25 15:00:00,33.6,22.2,3.46,2.06,30.0,43,18.9,452,NSW
2026-01-25 16:00:00,38.97,28.15,2.28,1.91,32.1,26,25.9,332,NSW
2026-01-25 17:00:00,68.81,24.87,1.31,0.31,30.1,9,22.8,216,NSW
2026-01-25 18:00:00,67.05,27.9,0.68,2.27,23.2,18,22.5,113,NSW
2026-01-25 19:00:00,39.24,29.59,0.36,2.07,22.0,27,26.7,53,NSW
2026-01-25 20:00:00,44.42,30.62,0.14,4.33,19.9,32,21.8,22,NSW
2026-01-25 21:00:00,-30.81,32.09,0.06,2.64,19.6,17,22.9,9,NSW
2026-01-25 22:00:00,67.33,26.14,0.02,2.34,19.5,22,26.6,3,NSW
2026-01-25 23:00:00,41.94,26.9,0.01,1.88,11.9,13,23.5,1,NSW
2026-01-26 00:00:00,26.4,22.81,0.0,2.26,14.3,47,30.8,0,NSW
2026-01-26 01:00:00,17.28,24.12,0.01,2.44,14.7,34,25.4,1,NSW
2026-01-26 02:00:00,11.59,22.41,0.02,4.89,13.5,46,24.4,3,NSW
2026-01-26 03:00:00,36.63,22.32,0.05,3.78,16.9,60,20.8,8,NSW
2026-01-26 04:00:00,-1.89,18.18,0.16,4.57,20.8,48,23.6,21,NSW
2026-01-26 05:00:00,26.37,17.91,0.33,5.73,21.8,46,17.8,48,NSW
2026-01-26 06:00:00,41.0,15.95,0.78,2.06,21.8,51,19.1,97,NSW
2026-01-26 07:00:00,41.11,13.62,1.17,5.87,33.3,52,13.3,178,NSW
2026-01-26 08:00:00,79.31,12.0,1.95,4.79,30.5,67,20.1,271,NSW
2026-01-26 09:00:00,73.95,14.69,3.5,5.28,32.2,57,16.2,421,NSW
2026-01-26 10:00:00,66.62,12.83,3.95,4.1,31.4,48,22.1,582,NSW
2026-01-26 11:00:00,205.33,18.29,4.76,4.23,35.1,67,23.0,623,NSW
2026-01-26 12:00:00,70.66,17.76,4.67,5.49,34.6,70,15.9,648,NSW
2026-01-26 13:00:00,58.89,21.72,4.31,7.37,30.8,39,12.6,719,NSW
2026-01-26 14:00:00,85.68,21.28,4.25,5.94,31.5,73,8.3,510,NSW
2026-01-26 15:00:00,70.87,24.47,2.57,6.11,33.6,58,15.6,419,NSW
2026-01-26 16:00:00,48.0,26.31,2.37,4.54,33.8,56,12.9,287,NSW
2026-01-26 17:00:00,53.52,27.59,1.39,3.99,28.3,63,14.5,168,NSW
2026-01-26 18:00:00,40.31,28.28,0.59,3.63,27.2,42,19.7,101,NSW
2026-01-26 19:00:00,29.23,30.32,0.35,3.73,22.1,59,10.1,45,NSW
2026-01-26 20:00:00,52.3,28.61,0.15,1.95,19.8,40,10.4,22,NSW
2026-01-26 21:00:00,60.15,27.91,0.05,3.04,20.1,25,14.1,9,NSW
2026-01-26 22:00:00,17.46,30.79,0.02,2.96,19.6,28,19.2,3,NSW
2026-01-26 23:00:00,39.19,28.75,0.01,3.09,17.9,44,19.2,1,NSW
2026-01-27 00:00:00,24.14,26.1,0.0,3.13,12.8,24,14.4,0,NSW
2026-01-27 01:00:00,26.97,26.57,0.01,3.1,15.2,52,22.1,1,NSW
2026-01-27 02:00:00,27.9,21.6,0.02,2.47,16.9,44,15.2,3,NSW
2026-01-27 03:00:00,28.0,21.91,0.06,1.65,17.4,43,17.6,8,NSW
2026-01-27 04:00:00,43.28,18.26,0.16,0.04,20.8,26,21.4,23,NSW
2026-01-27 05:00:00,37.74,14.81,0.34,1.21,24.0,26,20.4,53,NSW
2026-01-27 06:00:00,56.32,17.84,0.75,0.61,27.0,7,26.8,118,NSW
2026-01-27 07:00:00,57.83,15.76,1.16,1.88,30.9,31,24.8,197,NSW
2026-01-27 08:00:00,60.57,13.82,2.37,2.18,29.3,22,31.0,337,NSW
2026-01-27 09:00:00,56.87,15.36,3.17,2.09,29.3,23,23.0,496,NSW
2026-01-27 10:00:00,64.2,14.47,4.52,1.83,34.4,36,23.4,617,NSW
2026-01-27 11:00:00,82.36,17.59,4.82,0.88,38.4,8,28.5,824,NSW
2026-01-27 12:00:00,80.16,14.41,4.44,0.48,34.0,13,22.8,853,NSW
2026-01-27 13:00:00,61.9,18.4,4.81,0.27,36.0,19,28.6,787,NSW
2026-01-27 14:00:00,72.99,23.47,3.8,0.0,35.0,4,24.0,709,NSW
2026-01-27 15:00:00,77.8,23.7,3.27,2.14,32.4,14,11.6,515,NSW
2026-01-27 16:00:00,44.77,26.31,2.04,1.09,30.0,24,24.8,334,NSW
2026-01-27 17:00:00,66.65,25.64,1.41,0.17,25.7,15,22.7,211,NSW
2026-01-27 18:00:00,47.15,31.7,0.72,0.76,20.4,37,21.8,104,NSW
2026-01-27 19:00:00,56.92,31.51,0.35,0.92,20.2,5,9.3,58,NSW
2026-01-27 20:00:00,36.23,29.7,0.13,2.04,19.2,38,13.3,22,NSW
2026-01-27 21:00:00,19.73,29.12,0.07,3.3,20.1,35,12.6,9,NSW
2026-01-27 22:00:00,18.81,30.47,0.02,2.13,16.1,23,10.8,3,NSW
2026-01-27 23:00:00,37.04,30.63,0.01,0.49,14.3,21,20.4,1,NSW
2026-01-28 00:00:00,39.02,27.43,0.0,2.81,13.2,10,12.8,0,NSW
2026-01-28 01:00:00,-10.32,27.33,0.01,3.1,16.7,28,12.2,1,NSW
2026-01-28 02:00:00,46.47,20.62,0.02,3.29,19.1,53,14.3,3,NSW
2026-01-28 03:00:00,22.15,18.7,0.06,3.14,20.1,42,14.3,8,NSW
2026-01-28 04:00:00,13.69,16.22,0.12,4.22,21.2,59,0.0,20,NSW
2026-01-28 05:00:00,36.71,17.01,0.34,4.28,19.5,40,9.8,50,NSW
2026-01-28 06:00:00,48.68,15.34,0.72,4.39,24.3,58,7.2,94,NSW
2026-01-28 07:00:00,62.33,14.04,1.19,5.0,31.5,42,15.0,187,NSW
2026-01-28 08:00:00,56.33,15.21,2.05,4.3,32.2,41,13.0,309,NSW
2026-01-28 09:00:00,66.25,16.12,3.49,4.36,29.0,52,15.1,432,NSW
2026-01-28 10:00:00,86.17,12.78,3.38,6.31,33.5,46,7.6,588,NSW
2026-01-28 11:00:00,69.23,15.45,5.28,5.54,35.4,36,15.7,729,NSW
2026-01-28 12:00:00,86.9,19.23,4.34,5.83,33.5,53,22.5,709,NSW
2026-01-28 13:00:00,62.67,19.23,3.85,6.21,30.0,56,24.7,661,NSW
2026-01-28 14:00:00,80.62,20.8,3.5,5.46,33.9,70,22.9,519,NSW
2026-01-28 15:00:00,88.41,25.6,3.35,5.78,30.5,65,15.7,404,NSW
2026-01-28 16:00:00,37.33,24.07,1.98,3.15,28.4,67,26.9,271,NSW
2026-01-28 17:00:00,52.61,27.2,1.43,4.79,26.9,60,25.5,171,NSW
2026-01-28 18:00:00,63.92,29.42,0.68,4.23,24.7,53,22.7,96,NSW
2026-01-28 19:00:00,49.38,28.87,0.27,5.9,22.4,32,15.5,52,NSW
2026-01-28 20:00:00,207.04,31.17,0.16,4.93,18.2,47,27.7,21,NSW
2026-01-28 21:00:00,35.58,28.87,0.05,3.13,17.5,50,21.6,8,NSW
2026-01-28 22:00:00,40.66,31.04,0.02,3.89,12.8,58,25.3,3,NSW
2026-01-28 23:00:00,35.72,27.47,0.01,3.43,16.0,46,23.9,1,NSW
2026-01-29 00:00:00,6.94,27.01,0.0,3.45,9.3,50,29.3,0,NSW
2026-01-29 01:00:00,40.56,25.19,0.01,1.72,14.8,20,22.1,1,NSW
2026-01-29 02:00:00,43.5,21.06,0.02,2.84,18.2,26,21.8,3,NSW
2026-01-29 03:00:00,123.87,16.85,0.05,2.01,15.8,32,27.3,9,NSW
2026-01-29 04:00:00,40.79,18.54,0.16,2.28,21.4,39,17.4,22,NSW
2026-01-29 05:00:00,46.2,16.45,0.29,1.06,24.7,21,22.3,54,NSW
2026-01-29 06:00:00,61.22,15.91,0.76,1.0,18.4,20,17.2,112,NSW
2026-01-29 07:00:00,56.53,13.93,1.33,2.59,27.3,27,12.9,200,NSW
2026-01-29 08:00:00,69.79,13.35,1.8,0.22,24.2,4,16.0,364,NSW
2026-01-29 09:00:00,95.26,17.29,2.79,0.17,31.8,36,17.8,467,NSW
2026-01-29 10:00:00,83.88,12.86,3.41,1.02,33.6,5,19.6,706,NSW
2026-01-29 11:00:00,71.41,17.44,4.51,0.25,29.7,0,19.3,851,NSW
2026-01-29 12:00:00,90.3,17.14,4.41,0.11,38.8,15,11.6,846,NSW
2026-01-29 13:00:00,70.19,19.43,5.0,1.12,35.2,36,8.4,729,NSW
2026-01-29 14:00:00,48.5,21.52,4.8,0.0,31.9,23,10.8,654,NSW
2026-01-29 15:00:00,21.68,22.87,2.44,0.14,35.0,26,7.3,489,NSW
2026-01-29 16:00:00,42.92,26.86,2.09,3.32,26.4,18,11.2,343,NSW
2026-01-29 17:00:00,56.18,29.74,1.28,1.87,25.1,17,11.0,209,NSW
2026-01-29 18:00:00,55.3,29.63,0.79,0.84,20.4,2,15.7,121,NSW
2026-01-29 19:00:00,69.87,29.88,0.33,2.2,26.0,0,4.6,59,NSW
2026-01-29 20:00:00,48.7,28.52,0.15,2.57,20.6,27,11.2,23,NSW
2026-01-29 21:00:00,37.84,30.5,0.05,3.23,19.2,43,12.1,8,NSW
2026-01-29 22:00:00,47.08,32.16,0.02,2.36,16.9,34,20.7,3,NSW
2026-01-29 23:00:00,8.43,27.09,0.0,3.72,16.5,40,12.5,1,NSW
2026-01-30 00:00:00,36.94,25.44,0.0,0.96,15.1,54,18.9,0,NSW
2026-01-30 01:00:00,43.87,23.23,0.0,2.2,15.9,42,18.5,1,NSW
2026-01-30 02:00:00,18.7,21.27,0.02,3.68,16.5,39,24.2,3,NSW
2026-01-30 03:00:00,53.17,15.81,0.05,4.1,16.7,33,23.4,9,NSW
2026-01-30 04:00:00,47.47,18.61,0.14,3.09,19.9,69,22.3,19,NSW
2026-01-30 05:00:00,43.06,15.07,0.28,4.48,22.9,53,20.4,47,NSW
2026-01-30 06:00:00,60.63,12.66,0.79,3.79,25.2,38,15.8,103,NSW
2026-01-30 07:00:00,85.28,15.4,1.44,4.31,24.6,37,24.6,191,NSW
2026-01-30 08:00:00,64.85,12.38,1.8,5.76,27.3,67,26.0,271,NSW
2026-01-30 09:00:00,69.6,13.76,2.84,5.76,34.2,41,17.7,456,NSW
2026-01-30 10:00:00,64.09,17.27,4.19,3.93,33.0,77,19.0,499,NSW
2026-01-30 11:00:00,61.21,14.23,3.96,3.93,35.8,22,24.6,776,NSW
2026-01-30 12:00:00,81.87,15.7,4.71,4.59,32.8,72,24.6,641,NSW
2026-01-30 13:00:00,60.76,20.33,4.26,4.96,31.7,61,18.6,644,NSW
2026-01-30 14:00:00,69.7,23.72,4.67,4.27,31.9,56,19.6,559,NSW
2026-01-30 15:00:00,59.74,21.71,3.46,5.89,31.6,51,13.7,435,NSW
2026-01-30 16:00:00,66.89,26.61,2.12,5.08,28.6,75,25.6,259,NSW
2026-01-30 17:00:00,60.13,28.53,1.26,4.99,30.1,59,13.8,171,NSW
2026-01-30 18:00:00,63.21,25.84,0.79,3.15,25.3,38,20.2,103,NSW
2026-01-30 19:00:00,39.28,30.93,0.39,5.38,26.0,27,16.8,53,NSW
2026-01-30 20:00:00,37.16,31.31,0.17,1.18,20.7,47,21.1,21,NSW
2026-01-30 21:00:00,24.32,29.26,0.05,4.6,13.0,43,11.8,8,NSW
2026-01-30 22:00:00,27.38,30.81,0.02,4.45,18.4,22,14.4,3,NSW
2026-01-30 23:00:00,35.06,29.36,0.01,2.83,12.2,37,6.6,1,NSW
2026-01-31 00:00:00,38.76,26.15,0.0,4.27,15.4,28,5.0,0,NSW
2026-01-31 01:00:00,19.12,23.39,0.0,2.68,13.7,33,14.7,1,NSW
2026-01-31 02:00:00,42.45,20.54,0.02,2.54,20.5,39,5.0,3,NSW
2026-01-31 03:00:00,51.3,19.87,0.06,2.57,20.7,45,11.1,8,NSW
2026-01-31 04:00:00,43.97,18.85,0.16,5.19,18.4,36,16.1,22,NSW
2026-01-31 05:00:00,66.2,15.86,0.31,3.13,22.1,14,15.3,56,NSW
2026-01-31 06:00:00,39.41,12.0,0.78,2.29,25.4,25,10.1,110,NSW
2026-01-31 07:00:00,38.79,16.18,1.29,0.5,29.2,20,7.0,206,NSW
2026-01-31 08:00:00,37.06,14.29,2.31,1.41,30.0,2,16.2,367,NSW
2026-01-31 09:00:00,80.36,13.7,2.94,0.34,29.9,21,20.4,500,NSW
2026-01-31 10:00:00,73.3,16.36,3.38,1.89,32.1,38,13.3,611,NSW
2026-01-31 11:00:00,31.95,18.63,4.6,1.16,34.5,16,13.7,797,NSW
2026-01-31 12:00:00,71.23,13.8,4.91,0.0,37.4,0,15.9,900,NSW
2026-01-31 13:00:00,53.57,20.58,4.83,1.1,35.4,16,21.3,797,NSW
2026-01-31 14:00:00,22.77,19.86,3.37,0.22,32.0,1,25.0,718,NSW
2026-01-31 15:00:00,63.22,24.82,3.63,1.3,33.2,27,16.0,487,NSW
